humidity,temperature,nutrients,date,irrigation_time,duration,sensor_15,target
32.25,15.89,potassio,2024-12-01,11:07,12.945,7,1
40.31,25.17,fosforo,2024-12-02,12:16,17.585,6,1
59.99,28.01,potassio,2024-12-01,21:29,19.005000000000003,9,2
23.32,22.16,fosforo,2024-11-30,18:38,16.08,7,1
72.48,25.96,potassio,2024-12-04,01:51,17.98,2,3
40.09,31.33,fosforo,2024-12-03,13:58,20.665,12,3
66.39,23.05,fosforo,2024-12-02,15:48,16.525,8,3
29.08,24.21,potassio,2024-12-03,21:28,17.105,9,2
34.34,17.68,potassio,2024-11-30,12:52,13.84,15,2
60.75,23.5,potassio,2024-11-30,15:33,16.75,6,3
79.62,31.72,fosforo,2024-12-02,21:11,20.86,4,3
78.4,23.48,potassio,2024-12-02,23:26,16.740000000000002,9,3
65.89,15.42,potassio,2024-12-02,08:53,12.71,14,1
38.27,26.12,fosforo,2024-12-01,08:12,18.060000000000002,8,2
34.0,32.48,fosforo,2024-12-01,12:12,21.24,9,2
21.61,34.53,fosforo,2024-12-02,12:08,22.265,2,2
64.22,22.35,fosforo,2024-11-30,20:04,16.175,7,2
63.01,21.4,potassio,2024-12-04,15:38,15.7,10,1
70.1,26.43,potassio,2024-12-04,09:37,18.215,8,3
75.16,19.83,potassio,2024-12-02,05:24,14.915,8,3
43.09,15.77,potassio,2024-12-02,09:51,12.885,12,2
46.64,15.74,potassio,2024-12-01,11:06,12.870000000000001,5,2
44.1,16.89,potassio,2024-12-03,01:11,13.445,6,3
60.51,25.37,fosforo,2024-11-30,05:33,17.685000000000002,7,1
29.94,18.98,fosforo,2024-12-03,22:16,14.49,4,3
38.95,20.89,fosforo,2024-12-03,05:41,15.445,5,2
73.49,17.29,fosforo,2024-12-04,18:26,13.645,5,2
38.48,29.22,fosforo,2024-12-01,00:45,19.61,7,2
41.75,29.17,potassio,2024-12-03,08:04,19.585,12,1
35.97,33.8,fosforo,2024-12-02,09:23,21.9,6,2
59.08,25.92,potassio,2024-12-02,05:58,17.96,6,1
44.79,25.41,fosforo,2024-11-30,10:27,17.705,15,2
69.19,31.44,fosforo,2024-12-04,00:07,20.72,14,1
60.77,29.18,potassio,2024-11-30,01:13,19.59,9,3
55.32,18.45,potassio,2024-11-30,21:27,14.225,4,1
33.86,18.05,fosforo,2024-12-01,15:35,14.025,6,1
51.51,26.44,potassio,2024-12-04,00:17,18.22,8,3
44.83,23.77,fosforo,2024-12-01,21:13,16.884999999999998,14,3
64.58,18.79,fosforo,2024-12-02,05:25,14.395,12,1
53.95,21.18,fosforo,2024-12-04,07:39,15.59,15,3
37.63,25.59,potassio,2024-12-02,11:24,17.795,1,3
36.52,21.36,potassio,2024-12-04,07:59,15.68,14,3
34.88,31.51,potassio,2024-12-04,20:25,20.755000000000003,5,2
58.42,18.52,potassio,2024-12-01,15:34,14.26,12,2
67.29,19.91,fosforo,2024-12-03,14:07,14.955,4,3
72.23,31.9,fosforo,2024-12-01,20:20,20.95,15,3
79.07,30.93,potassio,2024-12-01,07:03,20.465,10,1
75.68,28.37,fosforo,2024-12-04,22:45,19.185000000000002,2,3
32.66,29.91,fosforo,2024-12-02,09:50,19.955,13,3
23.4,22.98,potassio,2024-11-30,04:28,16.490000000000002,4,3
37.82,24.6,potassio,2024-12-03,11:39,17.3,8,3
67.21,23.19,potassio,2024-12-04,13:37,16.595,11,3
64.84,17.91,fosforo,2024-12-03,18:24,13.955,7,3
76.42,31.95,fosforo,2024-11-30,03:42,20.975,2,2
74.12,26.18,fosforo,2024-12-02,11:16,18.09,9,3
41.75,26.27,potassio,2024-12-01,08:56,18.134999999999998,8,3
31.17,23.35,potassio,2024-12-01,19:48,16.675,14,2
73.48,28.63,fosforo,2024-12-02,03:50,19.314999999999998,2,1
64.24,26.81,fosforo,2024-11-30,11:49,18.405,4,2
78.0,19.97,potassio,2024-12-01,14:13,14.985,2,2
73.7,26.4,fosforo,2024-12-03,20:23,18.2,11,1
63.05,22.07,fosforo,2024-12-03,22:46,16.035,10,2
35.03,32.17,potassio,2024-12-04,03:56,21.085,12,2
37.43,33.66,potassio,2024-11-30,23:25,21.83,11,3
63.68,19.05,fosforo,2024-12-03,09:12,14.525,7,2
48.44,28.47,potassio,2024-11-30,22:59,19.235,9,1
65.97,18.7,fosforo,2024-12-04,18:47,14.35,8,1
24.63,32.01,fosforo,2024-12-03,19:49,21.005,2,1
66.25,19.75,fosforo,2024-12-02,23:52,14.875,14,1
55.76,22.02,potassio,2024-12-01,14:26,16.009999999999998,14,3
50.47,24.06,potassio,2024-12-02,11:54,17.03,9,3
53.12,29.52,potassio,2024-12-02,13:02,19.759999999999998,5,1
69.31,24.49,potassio,2024-12-03,20:13,17.244999999999997,15,2
53.94,32.5,potassio,2024-12-03,20:23,21.25,6,3
70.39,16.72,fosforo,2024-11-30,08:55,13.36,7,2
46.99,34.38,potassio,2024-11-30,19:58,22.19,14,2
53.09,17.01,potassio,2024-12-04,14:23,13.505,10,1
45.96,18.44,fosforo,2024-12-04,03:05,14.22,6,1
23.22,29.52,fosforo,2024-12-04,13:28,19.759999999999998,10,1
63.79,23.77,potassio,2024-12-01,19:39,16.884999999999998,13,2
21.06,18.81,fosforo,2024-12-03,15:30,14.405,6,3
50.43,27.76,fosforo,2024-11-30,14:41,18.880000000000003,14,1
21.23,33.06,potassio,2024-12-01,19:11,21.53,3,3
63.98,19.53,fosforo,2024-12-04,00:02,14.765,13,3
58.2,29.08,fosforo,2024-12-02,19:28,19.54,13,1
77.95,29.37,potassio,2024-12-03,05:26,19.685000000000002,2,3
27.06,28.0,potassio,2024-12-03,15:23,19.0,3,2
28.74,29.95,fosforo,2024-11-30,17:05,19.975,9,1
33.29,26.54,potassio,2024-12-03,14:59,18.27,14,1
22.1,28.78,potassio,2024-12-01,22:43,19.39,1,3
48.77,31.58,potassio,2024-12-04,15:15,20.79,15,2
20.92,17.42,potassio,2024-11-30,11:28,13.71,12,2
36.22,30.36,potassio,2024-11-30,14:50,20.18,15,3
66.8,15.27,potassio,2024-11-30,23:14,12.635,15,2
35.99,23.22,fosforo,2024-11-30,16:43,16.61,10,3
77.21,30.08,potassio,2024-11-30,19:34,20.04,8,2
67.56,26.37,potassio,2024-12-02,01:45,18.185000000000002,5,3
38.62,33.9,fosforo,2024-12-02,00:48,21.95,10,3
72.32,19.58,fosforo,2024-11-30,23:43,14.79,14,3
32.19,17.15,fosforo,2024-11-30,06:34,13.575,4,3
65.45,20.42,potassio,2024-12-03,09:58,15.21,5,1
44.5,31.38,fosforo,2024-12-04,11:39,20.689999999999998,9,3
49.18,26.81,potassio,2024-11-30,02:46,18.405,11,1
25.38,28.2,fosforo,2024-11-30,09:03,19.1,10,3
62.29,33.24,fosforo,2024-12-03,10:13,21.62,5,2
65.73,31.62,potassio,2024-12-01,23:08,20.810000000000002,10,1
33.66,22.2,fosforo,2024-12-03,02:48,16.1,15,1
47.01,30.19,potassio,2024-12-04,17:19,20.095,8,1
65.6,32.36,potassio,2024-12-04,11:43,21.18,12,1
72.25,17.47,fosforo,2024-12-04,12:01,13.735,8,2
61.87,18.26,fosforo,2024-12-03,12:12,14.13,3,1
26.85,29.54,fosforo,2024-12-03,21:02,19.77,7,1
31.13,25.37,fosforo,2024-12-01,17:05,17.685000000000002,6,3
41.6,26.98,potassio,2024-12-04,08:46,18.490000000000002,14,3
66.74,26.48,potassio,2024-11-30,04:32,18.240000000000002,9,3
79.0,24.89,fosforo,2024-11-30,22:42,17.445,11,1
61.0,16.95,potassio,2024-12-04,16:31,13.475,15,2
78.14,20.01,potassio,2024-12-01,00:16,15.005,6,3
59.44,30.63,potassio,2024-12-04,17:35,20.314999999999998,4,3
72.88,34.27,fosforo,2024-12-02,08:17,22.135,3,2
61.01,21.22,fosforo,2024-11-30,00:11,15.61,7,1
55.49,23.23,potassio,2024-12-02,11:35,16.615000000000002,7,1
39.23,18.2,potassio,2024-12-02,05:31,14.1,7,1
73.35,22.75,fosforo,2024-12-03,18:37,16.375,7,1
34.86,23.54,fosforo,2024-12-01,11:18,16.77,11,3
34.14,26.61,fosforo,2024-11-30,17:52,18.305,15,3
52.08,23.54,potassio,2024-12-02,02:17,16.77,10,3
78.1,25.6,potassio,2024-12-03,01:58,17.8,15,2
73.07,17.54,fosforo,2024-12-04,04:26,13.77,13,3
61.79,24.61,fosforo,2024-12-04,14:34,17.305,12,3
26.5,15.5,fosforo,2024-11-30,04:06,12.75,13,2
75.46,34.98,fosforo,2024-12-02,17:27,22.49,13,2
72.04,18.05,fosforo,2024-12-02,15:21,14.025,11,3
67.74,24.98,fosforo,2024-11-30,01:24,17.490000000000002,11,1
31.67,30.41,potassio,2024-11-30,12:37,20.205,7,1
68.83,21.67,potassio,2024-12-02,18:19,15.835,13,2
54.23,26.55,potassio,2024-12-04,22:17,18.275,4,2
51.02,23.97,fosforo,2024-12-01,12:17,16.985,7,3
21.69,33.9,potassio,2024-12-04,03:02,21.95,4,2
26.58,19.28,fosforo,2024-11-30,17:15,14.64,3,2
67.13,19.94,potassio,2024-12-01,16:45,14.97,7,2
62.33,27.41,potassio,2024-11-30,20:16,18.705,7,3
63.71,29.8,potassio,2024-11-30,22:47,19.9,13,1
64.91,24.18,fosforo,2024-12-03,04:21,17.09,3,2
58.84,16.73,potassio,2024-12-03,01:34,13.365,1,1
44.04,31.59,fosforo,2024-12-01,02:14,20.795,14,3
42.71,34.3,fosforo,2024-12-04,21:25,22.15,8,2
39.65,19.82,potassio,2024-12-01,23:59,14.91,8,1
52.25,31.53,fosforo,2024-12-01,22:28,20.765,7,2
50.37,20.2,potassio,2024-12-01,02:10,15.1,11,1
31.87,22.24,potassio,2024-12-03,04:50,16.119999999999997,4,3
49.53,20.49,potassio,2024-11-30,12:29,15.245,10,2
53.43,29.74,fosforo,2024-11-30,16:01,19.869999999999997,9,1
49.53,17.06,fosforo,2024-12-02,23:15,13.53,9,1
30.33,19.95,fosforo,2024-12-02,04:34,14.975,1,3
30.37,20.41,potassio,2024-12-03,22:34,15.205,12,3
41.7,16.96,fosforo,2024-12-01,10:51,13.48,15,2
20.1,29.75,potassio,2024-12-03,21:36,19.875,15,2
28.98,27.85,fosforo,2024-12-04,07:37,18.925,7,3
43.13,23.86,fosforo,2024-12-01,13:46,16.93,14,3
20.37,29.52,potassio,2024-12-01,14:20,19.759999999999998,9,2
49.5,23.34,fosforo,2024-12-04,00:10,16.67,10,3
35.66,25.37,fosforo,2024-12-03,21:44,17.685000000000002,11,3
67.89,29.11,fosforo,2024-12-01,20:01,19.555,14,2
21.51,19.39,potassio,2024-12-04,14:53,14.695,1,1
52.61,24.85,potassio,2024-12-01,13:17,17.425,2,1
26.88,31.59,potassio,2024-12-02,03:48,20.795,15,2
23.81,19.56,potassio,2024-12-01,05:11,14.78,7,1
34.95,25.57,potassio,2024-12-04,05:21,17.785,12,2
53.46,20.63,potassio,2024-12-01,05:01,15.315,7,1
72.97,19.54,fosforo,2024-12-04,04:47,14.77,5,1
26.6,28.85,potassio,2024-11-30,11:16,19.425,1,1
41.42,28.65,fosforo,2024-12-01,21:19,19.325,1,3
61.14,34.95,potassio,2024-12-02,06:57,22.475,12,2
36.31,18.61,fosforo,2024-12-02,01:49,14.305,2,3
48.27,17.88,fosforo,2024-12-01,21:53,13.94,4,3
22.94,16.17,potassio,2024-12-02,16:10,13.085,6,3
79.86,34.36,fosforo,2024-12-01,19:47,22.18,9,1
37.2,26.12,fosforo,2024-12-02,21:00,18.060000000000002,5,2
28.65,26.69,potassio,2024-12-02,04:55,18.345,15,2
45.72,27.73,potassio,2024-11-30,14:25,18.865000000000002,12,1
76.16,28.05,potassio,2024-12-02,06:59,19.025,11,1
67.29,17.13,fosforo,2024-12-02,22:52,13.565,1,2
55.1,32.54,fosforo,2024-12-02,11:52,21.27,4,1
30.05,28.95,fosforo,2024-11-30,18:16,19.475,8,1
71.72,31.41,fosforo,2024-12-03,09:17,20.705,11,1
64.1,28.58,fosforo,2024-12-03,13:26,19.29,2,3
29.2,15.44,fosforo,2024-11-30,16:53,12.719999999999999,1,1
32.46,24.78,potassio,2024-12-01,08:38,17.39,2,1
38.48,17.68,fosforo,2024-12-01,10:15,13.84,6,3
65.19,33.32,potassio,2024-12-01,16:28,21.66,4,3
24.68,30.0,potassio,2024-11-30,13:25,20.0,7,1
50.94,30.04,potassio,2024-11-30,15:41,20.02,6,3
24.23,29.64,potassio,2024-11-30,05:35,19.82,10,1
20.13,28.7,fosforo,2024-12-03,18:12,19.35,8,1
67.02,33.36,potassio,2024-12-01,04:39,21.68,8,2
31.91,15.51,fosforo,2024-11-30,20:55,12.754999999999999,9,2
34.29,27.98,fosforo,2024-12-02,19:06,18.990000000000002,10,1
43.84,26.24,potassio,2024-11-30,04:35,18.119999999999997,9,3
22.78,26.28,fosforo,2024-12-02,05:00,18.14,10,2
53.81,31.38,potassio,2024-12-03,12:47,20.689999999999998,13,1
39.36,20.85,fosforo,2024-12-02,02:03,15.425,15,2
45.08,32.94,potassio,2024-12-04,04:33,21.47,14,3
29.25,26.26,potassio,2024-12-04,10:22,18.130000000000003,8,2
76.12,22.1,fosforo,2024-12-02,12:03,16.05,11,3
73.07,20.0,potassio,2024-12-03,02:10,15.0,6,2
35.71,23.1,fosforo,2024-12-01,03:12,16.55,15,3
21.67,18.33,potassio,2024-11-30,17:39,14.165,14,2
39.83,31.17,fosforo,2024-11-30,02:21,20.585,14,1
75.62,23.36,potassio,2024-11-30,02:31,16.68,11,2
72.19,32.24,fosforo,2024-12-01,04:23,21.12,6,3
44.39,33.0,fosforo,2024-12-03,21:03,21.5,7,2
67.31,23.68,potassio,2024-11-30,09:44,16.84,6,1
44.7,16.08,potassio,2024-12-01,11:09,13.04,11,2
68.11,15.63,fosforo,2024-12-03,22:42,12.815000000000001,8,3
51.22,18.46,potassio,2024-12-03,07:34,14.23,10,1
35.74,21.64,potassio,2024-12-04,05:58,15.82,11,2
24.64,32.47,fosforo,2024-11-30,18:01,21.235,10,1
30.68,27.94,potassio,2024-12-02,20:08,18.97,5,1
56.36,20.24,potassio,2024-12-01,15:46,15.12,14,1
50.47,15.19,fosforo,2024-12-03,21:44,12.594999999999999,9,2
63.36,27.75,potassio,2024-12-02,12:40,18.875,14,3
71.47,30.29,fosforo,2024-12-04,11:09,20.145,11,1
65.41,20.15,potassio,2024-12-01,13:28,15.075,4,2
29.76,30.66,potassio,2024-12-04,04:53,20.33,13,1
49.91,22.67,potassio,2024-12-01,11:16,16.335,13,1
26.75,27.45,fosforo,2024-11-30,05:21,18.725,2,2
62.27,26.87,potassio,2024-12-02,18:08,18.435000000000002,11,1
41.94,20.09,potassio,2024-12-04,20:33,15.045,6,1
71.05,28.26,fosforo,2024-12-01,21:37,19.130000000000003,9,3
69.72,33.57,potassio,2024-12-04,12:45,21.785,11,1
48.42,26.8,potassio,2024-12-04,12:47,18.4,1,1
23.53,25.82,potassio,2024-12-03,06:50,17.91,11,1
30.06,23.37,fosforo,2024-11-30,04:18,16.685000000000002,4,1
67.26,21.41,potassio,2024-12-04,21:56,15.705,11,1
41.03,25.23,fosforo,2024-12-03,11:34,17.615000000000002,5,1
58.5,34.78,fosforo,2024-12-03,15:25,22.39,6,2
50.92,23.67,fosforo,2024-11-30,14:22,16.835,1,3
20.95,28.38,fosforo,2024-12-03,05:48,19.189999999999998,4,1
38.1,23.33,potassio,2024-12-02,12:36,16.665,9,1
35.14,24.9,fosforo,2024-12-03,04:36,17.45,5,2
23.06,27.43,fosforo,2024-12-03,21:26,18.715,3,2
29.43,22.06,fosforo,2024-12-01,05:10,16.03,9,3
50.97,31.99,fosforo,2024-12-03,16:41,20.994999999999997,8,1
44.82,25.03,potassio,2024-12-04,20:01,17.515,11,3
36.33,22.97,fosforo,2024-12-03,15:32,16.485,13,1
44.26,23.87,fosforo,2024-12-02,08:42,16.935000000000002,4,1
56.22,28.18,fosforo,2024-12-04,04:10,19.09,11,1
76.94,22.9,fosforo,2024-12-01,01:40,16.45,3,3
47.82,31.49,fosforo,2024-12-02,01:18,20.744999999999997,10,1
52.31,31.29,potassio,2024-12-03,02:44,20.645,6,2
48.68,19.33,potassio,2024-12-03,15:08,14.665,11,2
66.69,34.0,fosforo,2024-12-01,01:40,22.0,4,3
34.91,23.61,fosforo,2024-11-30,13:42,16.805,2,1
29.05,28.74,potassio,2024-12-04,21:48,19.369999999999997,2,3
55.76,22.26,fosforo,2024-12-01,07:04,16.130000000000003,9,3
28.44,32.74,potassio,2024-12-03,01:00,21.37,5,1
73.49,34.22,fosforo,2024-12-03,23:23,22.11,2,2
55.93,33.05,fosforo,2024-12-04,03:29,21.525,12,1
61.95,18.04,potassio,2024-12-02,10:54,14.02,11,3
47.55,25.77,fosforo,2024-12-02,19:58,17.884999999999998,3,3
40.83,24.57,potassio,2024-11-30,10:38,17.285,6,3
51.49,24.12,potassio,2024-12-04,10:28,17.060000000000002,10,2
51.83,32.42,fosforo,2024-12-03,16:43,21.21,1,3
53.99,25.94,potassio,2024-12-01,03:54,17.97,10,3
31.88,26.22,fosforo,2024-11-30,12:18,18.11,13,3
44.31,31.56,fosforo,2024-12-04,05:54,20.78,15,1
39.42,33.34,potassio,2024-12-03,22:02,21.67,5,2
75.45,34.74,fosforo,2024-12-03,19:31,22.37,6,1
49.98,27.71,fosforo,2024-12-03,16:39,18.855,2,3
32.84,21.08,fosforo,2024-11-30,07:59,15.54,6,2
65.89,30.76,potassio,2024-11-30,07:17,20.380000000000003,2,1
59.01,31.77,potassio,2024-12-03,16:01,20.884999999999998,1,1
72.93,18.61,fosforo,2024-12-02,18:53,14.305,3,2
75.64,23.4,fosforo,2024-12-03,05:10,16.7,15,3
68.78,19.02,potassio,2024-12-03,17:53,14.51,2,3
41.8,23.95,potassio,2024-12-04,23:10,16.975,11,3
23.99,17.79,potassio,2024-11-30,12:18,13.895,1,2
35.37,28.62,fosforo,2024-12-02,14:52,19.310000000000002,7,2
33.72,15.48,fosforo,2024-12-01,14:22,12.74,1,1
45.01,30.78,potassio,2024-12-01,11:46,20.39,10,2
61.56,34.52,potassio,2024-12-03,15:12,22.26,5,3
58.78,25.02,potassio,2024-12-04,16:18,17.509999999999998,9,1
64.75,26.06,potassio,2024-12-04,08:59,18.03,6,2
72.53,22.82,fosforo,2024-12-04,01:20,16.41,4,2
53.34,29.51,fosforo,2024-12-04,21:21,19.755000000000003,12,3
67.5,23.68,fosforo,2024-12-03,15:51,16.84,5,3
64.22,20.4,potassio,2024-12-04,22:13,15.2,3,1
53.65,28.93,fosforo,2024-12-03,04:59,19.465,15,2
47.69,17.93,potassio,2024-11-30,18:40,13.965,4,1
57.86,18.23,fosforo,2024-12-04,11:06,14.115,4,1
28.01,27.58,fosforo,2024-12-01,03:13,18.79,7,3
49.54,34.84,potassio,2024-12-01,09:20,22.42,8,2
50.9,29.35,potassio,2024-12-01,02:22,19.675,15,2
65.73,24.08,fosforo,2024-12-01,05:17,17.04,15,2
59.42,27.73,potassio,2024-12-02,00:53,18.865000000000002,8,3
24.48,21.65,fosforo,2024-12-02,02:49,15.825,13,3
32.4,32.01,fosforo,2024-11-30,18:45,21.005,15,3
46.24,32.96,fosforo,2024-12-03,03:03,21.48,14,2
29.88,24.12,fosforo,2024-11-30,08:01,17.060000000000002,10,2
24.81,17.56,potassio,2024-12-01,16:38,13.78,4,2
49.88,17.35,fosforo,2024-12-02,09:27,13.675,6,3
37.97,25.05,fosforo,2024-12-01,16:37,17.525,9,2
52.97,24.33,fosforo,2024-12-04,22:15,17.165,9,1
29.52,26.0,fosforo,2024-12-04,12:36,18.0,8,3
42.54,27.65,fosforo,2024-12-03,16:44,18.825,9,1
47.05,29.36,potassio,2024-11-30,13:45,19.68,3,2
67.74,31.4,potassio,2024-11-30,06:52,20.7,6,3
45.37,25.61,potassio,2024-12-04,02:22,17.805,10,3
33.66,30.68,fosforo,2024-12-01,00:53,20.34,6,1
50.38,20.46,potassio,2024-12-03,14:08,15.23,15,1
49.6,31.26,potassio,2024-11-30,04:52,20.630000000000003,12,3
51.05,28.29,fosforo,2024-12-02,12:16,19.145,1,2
42.09,30.95,potassio,2024-12-01,21:45,20.475,5,3
74.26,29.23,potassio,2024-12-02,04:30,19.615000000000002,7,3
72.53,32.51,potassio,2024-12-03,03:15,21.255,9,2
21.62,21.15,potassio,2024-12-02,10:29,15.575,9,1
31.32,15.92,potassio,2024-12-01,01:08,12.96,4,3
50.06,20.18,fosforo,2024-12-02,18:26,15.09,14,2
30.62,18.56,fosforo,2024-11-30,04:59,14.28,3,1
37.33,23.65,fosforo,2024-12-04,09:17,16.825,6,1
56.89,26.2,potassio,2024-12-04,07:15,18.1,15,3
23.83,29.69,potassio,2024-12-02,17:56,19.845,9,2
55.97,15.77,fosforo,2024-12-03,19:58,12.885,13,2
32.68,18.12,potassio,2024-12-04,08:26,14.06,12,2
76.77,16.05,potassio,2024-12-01,18:44,13.025,1,1
70.42,29.23,fosforo,2024-12-01,15:42,19.615000000000002,4,3
60.6,21.19,fosforo,2024-12-04,08:31,15.595,9,3
43.75,25.21,potassio,2024-12-03,23:32,17.605,3,2
74.3,28.52,potassio,2024-12-04,09:02,19.259999999999998,9,2
79.63,30.3,potassio,2024-12-02,15:47,20.15,13,2
52.81,29.72,potassio,2024-12-02,19:46,19.86,5,3
40.38,16.06,fosforo,2024-12-03,02:59,13.03,2,1
29.93,21.01,fosforo,2024-12-02,05:54,15.505,2,1
60.62,24.79,potassio,2024-11-30,17:36,17.395,3,3
58.06,32.82,fosforo,2024-11-30,22:32,21.41,2,1
31.73,22.01,fosforo,2024-11-30,19:13,16.005000000000003,1,2
76.67,27.96,fosforo,2024-12-02,23:22,18.98,6,3
53.18,15.9,fosforo,2024-12-02,16:45,12.95,7,1
63.15,24.44,potassio,2024-12-03,17:39,17.22,12,3
60.64,31.99,potassio,2024-12-04,18:32,20.994999999999997,2,2
72.89,32.95,fosforo,2024-12-04,13:48,21.475,6,3
32.11,29.25,potassio,2024-12-02,21:23,19.625,1,3
25.77,17.34,potassio,2024-12-04,20:45,13.67,13,1
62.48,15.76,fosforo,2024-11-30,22:19,12.879999999999999,1,3
72.21,28.17,fosforo,2024-12-04,08:51,19.085,13,2
79.38,15.93,potassio,2024-11-30,02:16,12.965,2,1
50.33,28.36,fosforo,2024-11-30,14:45,19.18,7,2
48.24,19.94,potassio,2024-12-01,04:05,14.97,14,2
79.65,26.15,potassio,2024-12-03,21:43,18.075,1,3
49.48,22.88,fosforo,2024-12-03,00:01,16.439999999999998,3,3
38.66,23.59,potassio,2024-12-02,21:20,16.795,9,2
25.79,21.31,fosforo,2024-12-04,14:35,15.655,11,1
67.55,22.45,fosforo,2024-12-01,12:35,16.225,12,3
28.7,26.37,potassio,2024-12-03,16:04,18.185000000000002,10,3
49.68,31.72,potassio,2024-12-02,01:04,20.86,12,1
60.2,21.53,potassio,2024-12-04,10:08,15.765,14,1
30.07,30.55,fosforo,2024-12-02,08:24,20.275,1,3
52.77,34.47,fosforo,2024-11-30,09:49,22.235,9,1
64.15,32.44,fosforo,2024-12-01,10:03,21.22,1,1
73.75,30.95,potassio,2024-12-03,23:23,20.475,2,3
31.81,21.37,potassio,2024-12-01,06:18,15.685,1,3
53.66,29.8,potassio,2024-12-04,16:52,19.9,11,3
48.96,20.83,potassio,2024-12-03,01:44,15.415,11,2
76.62,31.34,fosforo,2024-12-04,01:48,20.67,9,2
25.69,30.67,potassio,2024-12-01,21:23,20.335,12,2
75.67,22.11,potassio,2024-12-03,12:40,16.055,4,1
54.84,23.22,fosforo,2024-12-04,12:34,16.61,7,1
29.98,31.45,fosforo,2024-11-30,09:35,20.725,7,3
72.93,18.39,potassio,2024-12-01,13:18,14.195,4,1
24.67,20.53,potassio,2024-12-01,06:20,15.265,9,2
24.1,24.6,fosforo,2024-12-01,15:45,17.3,13,3
55.31,26.6,fosforo,2024-11-30,22:38,18.3,5,2
48.13,17.63,fosforo,2024-12-01,18:22,13.815,1,3
34.06,26.28,potassio,2024-11-30,18:37,18.14,13,2
78.23,30.16,potassio,2024-12-04,21:56,20.08,11,1
44.7,28.96,fosforo,2024-11-30,23:38,19.48,5,1
69.64,27.92,potassio,2024-12-03,08:11,18.96,2,3
38.96,31.63,fosforo,2024-11-30,01:23,20.814999999999998,8,3
34.71,24.58,fosforo,2024-11-30,14:54,17.29,10,2
70.51,21.52,fosforo,2024-12-01,04:55,15.76,6,3
23.47,18.15,potassio,2024-12-02,16:12,14.075,9,1
32.55,23.6,potassio,2024-12-04,15:38,16.8,4,2
74.7,23.79,fosforo,2024-12-01,02:00,16.895,7,2
26.0,34.7,fosforo,2024-12-03,20:58,22.35,15,1
50.49,24.87,fosforo,2024-12-03,05:30,17.435000000000002,14,3
34.36,22.14,potassio,2024-11-30,22:28,16.07,8,3
27.09,24.09,fosforo,2024-12-01,19:33,17.045,3,1
70.46,28.09,potassio,2024-11-30,03:11,19.045,2,2
74.27,18.95,fosforo,2024-12-03,09:15,14.475,9,3
61.28,34.99,fosforo,2024-11-30,22:44,22.495,13,2
32.32,22.22,potassio,2024-12-03,14:39,16.11,14,1
34.31,24.41,fosforo,2024-12-02,07:38,17.205,12,2
61.23,33.16,potassio,2024-11-30,02:17,21.58,13,3
57.66,25.5,potassio,2024-11-30,16:09,17.75,6,2
42.2,17.9,fosforo,2024-12-02,19:47,13.95,3,2
45.47,16.9,fosforo,2024-12-04,05:21,13.45,1,3
60.48,28.86,fosforo,2024-12-03,04:56,19.43,9,2
32.99,30.54,potassio,2024-11-30,20:59,20.27,13,1
76.18,34.15,potassio,2024-12-02,07:34,22.075,2,2
78.19,20.13,fosforo,2024-12-01,15:42,15.065,14,2
35.78,20.18,potassio,2024-11-30,03:19,15.09,12,2
79.12,33.1,potassio,2024-12-03,22:42,21.55,5,2
24.51,31.75,potassio,2024-12-04,23:59,20.875,6,1
20.41,23.67,fosforo,2024-11-30,08:09,16.835,7,2
40.23,22.96,potassio,2024-12-04,10:29,16.48,9,1
71.42,30.93,potassio,2024-12-04,06:20,20.465,3,1
57.57,21.15,fosforo,2024-12-04,23:59,15.575,14,1
41.49,15.61,potassio,2024-11-30,13:53,12.805,8,3
58.08,28.41,fosforo,2024-11-30,22:21,19.205,5,3
58.99,27.49,potassio,2024-12-03,05:28,18.744999999999997,13,1
32.27,25.1,potassio,2024-12-01,15:01,17.55,1,1
71.62,18.19,potassio,2024-12-03,22:03,14.095,5,2
42.3,22.41,potassio,2024-11-30,19:13,16.205,15,3
66.4,19.0,fosforo,2024-12-01,19:54,14.5,7,1
75.49,32.33,fosforo,2024-11-30,16:45,21.165,8,2
58.59,28.89,potassio,2024-11-30,02:39,19.445,9,3
47.96,26.44,fosforo,2024-12-04,05:39,18.22,8,1
32.94,17.53,fosforo,2024-12-01,18:40,13.765,3,2
72.45,29.61,potassio,2024-12-01,22:09,19.805,10,1
64.69,31.62,potassio,2024-12-01,18:31,20.810000000000002,10,1
49.03,20.48,potassio,2024-12-02,22:33,15.24,10,1
67.5,31.47,potassio,2024-11-30,07:15,20.735,8,1
79.75,24.19,fosforo,2024-12-04,20:12,17.095,3,3
75.16,34.99,fosforo,2024-12-02,05:22,22.495,4,2
58.91,21.01,potassio,2024-11-30,19:07,15.505,15,2
43.98,18.92,fosforo,2024-11-30,21:22,14.46,13,3
67.85,29.56,fosforo,2024-12-03,02:41,19.78,1,1
76.43,32.41,fosforo,2024-12-03,22:11,21.205,4,3
67.55,27.02,potassio,2024-12-01,04:35,18.509999999999998,2,1
36.8,24.53,potassio,2024-12-03,13:20,17.265,11,3
69.78,32.9,potassio,2024-12-02,07:56,21.45,8,1
29.42,26.97,fosforo,2024-12-04,04:03,18.485,2,1
28.5,19.05,fosforo,2024-12-01,10:07,14.525,3,2
